username,CHAT,2024-07-17T15:56:34.600018200,test
username,CHAT,2024-07-17T15:56:39.710446700,안녕하세용~
username,CHAT,2024-07-17T15:56:44.104378,안녕하세요 진희님~~~~
username,CHAT,2024-07-17T15:56:46.260737700,우왕~~~~~
username,CHAT,2024-07-17T15:56:49.604183100,반가와요 민지님~~~
username,CHAT,2024-07-17T15:58:27.883274700,ㅎㅎㅎㅎㅎ
username,CHAT,2024-07-17T15:58:47.408195300,ㅅㄴㄷㅅㅁ
username,CHAT,2024-07-18T10:21:29.821688,asdf
username,CHAT,2024-07-18T10:21:30.981785400,asdf
username,CHAT,2024-07-18T10:21:31.806193800,asdf
username,CHAT,2024-07-18T10:21:32.637361100,sadf
username,CHAT,2024-07-18T10:21:33.683509700,weqr
username,CHAT,2024-07-18T10:21:37.453785500,f
username,CHAT,2024-07-18T10:30:09.134693,dgf
username,CHAT,2024-07-18T10:30:10.021082100,f
username,CHAT,2024-07-18T10:30:13.392043700,rre
username,CHAT,2024-07-18T10:30:14.048227100,tt
username,CHAT,2024-07-18T10:30:14.311909400,y
username,CHAT,2024-07-18T10:30:14.519120600,t
username,CHAT,2024-07-18T10:30:14.695496600,t
username,CHAT,2024-07-18T10:30:14.863878700,t
username,CHAT,2024-07-18T10:30:15.030925100,t
username,CHAT,2024-07-18T10:30:15.183613700,t
username,CHAT,2024-07-18T10:30:15.348457700,t
username,CHAT,2024-07-18T10:30:15.503169500,t
username,CHAT,2024-07-18T10:30:15.670666900,t
임시유저명,CHAT,2024-07-18T16:35:00.928149500,111
임시유저명,CHAT,2024-07-18T16:35:11.310954600,ㅂㅈㄷㄱ
임시유저명,CHAT,2024-07-18T17:07:37.608225600,ㅁㄴㅇㄹ
임시유저명,CHAT,2024-07-18T17:07:52.234976100,ㅇ
임시,CHAT,2024-07-18T17:47:17.973284700,ㅅ
임시,CHAT,2024-07-18T17:47:19.313639,ㅁㄴㅇㄹ
test,CHAT,2024-07-18T17:47:20.546546400,dsfds
test,CHAT,2024-07-18T17:50:24.456972,test
임시,CHAT,2024-07-18T17:50:26.185965,ㅅㄷㄴㅅ
임시,CHAT,2024-07-18T17:50:29.675024800,ㅇㅇ
test,CHAT,2024-07-18T17:50:31.713196100,q
test,CHAT,2024-07-18T17:55:01.264503400,ㅂㄷㅈㄱ
임시,CHAT,2024-07-18T17:55:02.352761800,ㅁㄴㅇㄹ
임시,CHAT,2024-07-18T17:55:07.544841400,ㅂㅈㄷㄱㅂㅈㄷㄱㅈㅂㄷㄱ
test,CHAT,2024-07-18T17:55:09.328479400,ㅋㅌㅊㅍㅌㅊㅍ
asdf,CHAT,2024-07-18T17:56:08.455882400,ddddddddddddddddddddddd
test,CHAT,2024-07-18T17:56:10.688803100,ㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂ
임시,CHAT,2024-07-18T17:56:50.496405400,hhhhhh
test,CHAT,2024-07-18T18:00:21.009646600,aaaaaa
asdf,CHAT,2024-07-18T18:00:32.664737700,qwer
test,CHAT,2024-07-18T18:00:40.352280300,asdf
test,CHAT,2024-07-18T18:00:45.728753100,dddddd
test,CHAT,2024-07-18T18:11:39.840858200,dddd
test,CHAT,2024-07-18T18:11:44.954496600,qweqweqw
test,CHAT,2024-07-18T18:12:19.129673500,ddddddddd
test,CHAT,2024-07-18T18:12:22.162181100,ddfdsfds
임시,CHAT,2024-07-19T14:10:39.083410500,ㅇㅇㅇㅇ
asdf,CHAT,2024-07-19T14:10:40.836213900,aaaa
임시,CHAT,2024-07-22T17:06:18.614321300,ㅁㅁㅁㅁㅁㅁ
임시,CHAT,2024-07-22T17:06:20.107861100,ㅁㅁㅁㅁㅁ
test,CHAT,2024-07-22T17:06:21.899301600,dedddd
임시,CHAT,2024-07-22T17:06:35.797486200,ㅅㅅㅅㅅㅅㅅ
임시,CHAT,2024-07-23T14:21:39.329583,test
test,CHAT,2024-07-23T14:25:02.737253600,asdf
test,CHAT,2024-07-23T14:29:01.776733400,test
test,CHAT,2024-07-23T14:29:32.951759600,test
test,CHAT,2024-07-23T14:29:35.919853,test2
test,CHAT,2024-07-23T14:29:47.105735600,;;
test,CHAT,2024-07-23T14:33:35.078376700,1
test,CHAT,2024-07-23T14:37:54.184285200,ㅁㄴㅇㄹ
임시,CHAT,2024-07-23T14:38:15.488564600,estest
임시,CHAT,2024-07-23T18:02:50.649090400,반가와요~
임시,CHAT,2024-07-23T18:03:05.368869900,아이디가 둘 다 임시라 이름 표기가
임시,CHAT,2024-07-23T18:03:11.208066400,초록색으로 뜨려나요
임시,CHAT,2024-07-24T15:43:47.665084100,testas
test,CHAT,2024-07-25T10:23:36.333665500,asdf
test,CHAT,2024-07-25T10:23:38.438820,asdf
asdf,CHAT,2024-07-25T10:23:46.174705200,qwer
asdf,CHAT,2024-07-25T12:31:30.670523100,asdf
testuser,CHAT,2024-07-25T12:31:36.563229900,ㅂㅈㄷㄱ
